Event,NOC,Pos.,Year,Discipline,Gender Cleaned,Event Cleaned
"Free Pistol, 50 metres, Men",JPN,3,1964,Shooting,Men,"Free Pistol, 50 metres"
"Free Rifle, Three Positions, 300 metres, Men",USA,1,1964,Shooting,Men,"Free Rifle, Three Positions, 300 metres"
"Free Rifle, Three Positions, 300 metres, Men",URS,2,1964,Shooting,Men,"Free Rifle, Three Positions, 300 metres"
"Free Rifle, Three Positions, 300 metres, Men",USA,3,1964,Shooting,Men,"Free Rifle, Three Positions, 300 metres"
"Rapid-Fire Pistol, 25 metres, Men",FIN,1,1964,Shooting,Men,"Rapid-Fire Pistol, 25 metres"
"Rapid-Fire Pistol, 25 metres, Men",ROU,2,1964,Shooting,Men,"Rapid-Fire Pistol, 25 metres"
"Rapid-Fire Pistol, 25 metres, Men",TCH,3,1964,Shooting,Men,"Rapid-Fire Pistol, 25 metres"
"Small-Bore Rifle, Prone, 50 metres, Men",HUN,1,1964,Shooting,Men,"Small-Bore Rifle, Prone, 50 metres"
"Small-Bore Rifle, Prone, 50 metres, Men",USA,2,1964,Shooting,Men,"Small-Bore Rifle, Prone, 50 metres"
"Small-Bore Rifle, Prone, 50 metres, Men",USA,3,1964,Shooting,Men,"Small-Bore Rifle, Prone, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Men",USA,1,1964,Shooting,Men,"Small-Bore Rifle, Three Positions, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Men",BUL,2,1964,Shooting,Men,"Small-Bore Rifle, Three Positions, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Men",HUN,3,1964,Shooting,Men,"Small-Bore Rifle, Three Positions, 50 metres"
"Trap, Men",ITA,1,1964,Shooting,Men,Trap
"Trap, Men",URS,2,1964,Shooting,Men,Trap
"Trap, Men",USA,3,1964,Shooting,Men,Trap
"1,500 metres Freestyle, Men",AUS,1,1964,Swimming,Men,"1,500 metres Freestyle"
"1,500 metres Freestyle, Men",USA,2,1964,Swimming,Men,"1,500 metres Freestyle"
"1,500 metres Freestyle, Men",AUS,3,1964,Swimming,Men,"1,500 metres Freestyle"
"100 metres Backstroke, Women",USA,1,1964,Swimming,Women,100 metres Backstroke
"100 metres Backstroke, Women",FRA,2,1964,Swimming,Women,100 metres Backstroke
"100 metres Backstroke, Women",USA,3,1964,Swimming,Women,100 metres Backstroke
"100 metres Butterfly, Women",USA,1,1964,Swimming,Women,100 metres Butterfly
"100 metres Butterfly, Women",NED,2,1964,Swimming,Women,100 metres Butterfly
"100 metres Butterfly, Women",USA,3,1964,Swimming,Women,100 metres Butterfly
"100 metres Freestyle, Men",USA,1,1964,Swimming,Men,100 metres Freestyle
"100 metres Freestyle, Men",GBR,2,1964,Swimming,Men,100 metres Freestyle
"100 metres Freestyle, Men",GER,3,1964,Swimming,Men,100 metres Freestyle
"100 metres Freestyle, Women",AUS,1,1964,Swimming,Women,100 metres Freestyle
"100 metres Freestyle, Women",USA,2,1964,Swimming,Women,100 metres Freestyle
"100 metres Freestyle, Women",USA,3,1964,Swimming,Women,100 metres Freestyle
"200 metres Backstroke, Men",USA,1,1964,Swimming,Men,200 metres Backstroke
"200 metres Backstroke, Men",USA,2,1964,Swimming,Men,200 metres Backstroke
"200 metres Backstroke, Men",USA,3,1964,Swimming,Men,200 metres Backstroke
"200 metres Breaststroke, Men",AUS,1,1964,Swimming,Men,200 metres Breaststroke
"200 metres Breaststroke, Men",URS,2,1964,Swimming,Men,200 metres Breaststroke
"200 metres Breaststroke, Men",USA,3,1964,Swimming,Men,200 metres Breaststroke
"200 metres Breaststroke, Women",URS,1,1964,Swimming,Women,200 metres Breaststroke
"200 metres Breaststroke, Women",USA,2,1964,Swimming,Women,200 metres Breaststroke
"200 metres Breaststroke, Women",URS,3,1964,Swimming,Women,200 metres Breaststroke
"200 metres Butterfly, Men",AUS,1,1964,Swimming,Men,200 metres Butterfly
"200 metres Butterfly, Men",USA,2,1964,Swimming,Men,200 metres Butterfly
"200 metres Butterfly, Men",USA,3,1964,Swimming,Men,200 metres Butterfly
"4 x 100 metres Medley Relay, Women",USA,1,2000,Swimming,Women,4 x 100 metres Medley Relay
"4 x 100 metres Medley Relay, Women",AUS,2,2000,Swimming,Women,4 x 100 metres Medley Relay
"4 x 100 metres Medley Relay, Women",JPN,3,2000,Swimming,Women,4 x 100 metres Medley Relay
"4 x 100 metres Relay, Men",USA,1,1984,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",JAM,2,1984,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",CAN,3,1984,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",URS,1,1988,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",GBR,2,1988,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",FRA,3,1988,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",USA,1,1992,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",NGR,2,1992,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",CUB,3,1992,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",CAN,1,1996,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",USA,2,1996,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",BRA,3,1996,Athletics,Men,4 x 100 metres Relay
"400 metres Freestyle, Men",USA,1,1964,Swimming,Men,400 metres Freestyle
"400 metres Freestyle, Men",GER,2,1964,Swimming,Men,400 metres Freestyle
"400 metres Freestyle, Men",AUS,3,1964,Swimming,Men,400 metres Freestyle
"400 metres Freestyle, Women",USA,1,1964,Swimming,Women,400 metres Freestyle
"400 metres Freestyle, Women",USA,2,1964,Swimming,Women,400 metres Freestyle
"400 metres Freestyle, Women",USA,3,1964,Swimming,Women,400 metres Freestyle
"400 metres Individual Medley, Men",USA,1,1964,Swimming,Men,400 metres Individual Medley
"400 metres Individual Medley, Men",USA,2,1964,Swimming,Men,400 metres Individual Medley
"400 metres Individual Medley, Men",GER,3,1964,Swimming,Men,400 metres Individual Medley
"400 metres Individual Medley, Women",USA,1,1964,Swimming,Women,400 metres Individual Medley
"400 metres Individual Medley, Women",USA,2,1964,Swimming,Women,400 metres Individual Medley
"400 metres Individual Medley, Women",USA,3,1964,Swimming,Women,400 metres Individual Medley
"Volleyball, Men",URS,1,1964,Volleyball,Men,Volleyball
"Volleyball, Men",TCH,2,1964,Volleyball,Men,Volleyball
"Volleyball, Men",JPN,3,1964,Volleyball,Men,Volleyball
"Volleyball, Women",JPN,1,1964,Volleyball,Women,Volleyball
"Volleyball, Women",URS,2,1964,Volleyball,Women,Volleyball
"Volleyball, Women",POL,3,1964,Volleyball,Women,Volleyball
"Water Polo, Men",HUN,1,1964,Water Polo,Men,Water Polo
"Water Polo, Men",YUG,2,1964,Water Polo,Men,Water Polo
"Water Polo, Men",URS,3,1964,Water Polo,Men,Water Polo
"Bantamweight, Men",URS,1,1964,Weightlifting,Men,Bantamweight
"Bantamweight, Men",HUN,2,1964,Weightlifting,Men,Bantamweight
"Bantamweight, Men",JPN,3,1964,Weightlifting,Men,Bantamweight
"Featherweight, Men",JPN,1,1964,Weightlifting,Men,Featherweight
"Featherweight, Men",USA,2,1964,Weightlifting,Men,Featherweight
"Featherweight, Men",POL,3,1964,Weightlifting,Men,Featherweight
"Heavyweight, Men",URS,1,1964,Weightlifting,Men,Heavyweight
"Heavyweight, Men",URS,2,1964,Weightlifting,Men,Heavyweight
"Heavyweight, Men",USA,3,1964,Weightlifting,Men,Heavyweight
"Light-Heavyweight, Men",URS,1,1964,Weightlifting,Men,Light-Heavyweight
"Light-Heavyweight, Men",HUN,2,1964,Weightlifting,Men,Light-Heavyweight
"Light-Heavyweight, Men",HUN,3,1964,Weightlifting,Men,Light-Heavyweight
"Lightweight, Men",POL,1,1964,Weightlifting,Men,Lightweight
"Lightweight, Men",URS,2,1964,Weightlifting,Men,Lightweight
"Lightweight, Men",POL,3,1964,Weightlifting,Men,Lightweight
"Middle-Heavyweight, Men",URS,1,1964,Weightlifting,Men,Middle-Heavyweight
"Middle-Heavyweight, Men",GBR,2,1964,Weightlifting,Men,Middle-Heavyweight
"Middle-Heavyweight, Men",POL,3,1964,Weightlifting,Men,Middle-Heavyweight
"Middleweight, Men",TCH,1,1964,Weightlifting,Men,Middleweight
"Middleweight, Men",URS,2,1964,Weightlifting,Men,Middleweight
"Middleweight, Men",JPN,3,1964,Weightlifting,Men,Middleweight
"Bantamweight, Freestyle, Men",JPN,1,1964,Wrestling,Men,"Bantamweight, Freestyle"
"Bantamweight, Freestyle, Men",TUR,2,1964,Wrestling,Men,"Bantamweight, Freestyle"
"Bantamweight, Freestyle, Men",URS,3,1964,Wrestling,Men,"Bantamweight, Freestyle"
"Bantamweight, Greco-Roman, Men",JPN,1,1964,Wrestling,Men,"Bantamweight, Greco-Roman"
"Bantamweight, Greco-Roman, Men",URS,2,1964,Wrestling,Men,"Bantamweight, Greco-Roman"
"Bantamweight, Greco-Roman, Men",ROU,3,1964,Wrestling,Men,"Bantamweight, Greco-Roman"
"Featherweight, Freestyle, Men",JPN,1,1964,Wrestling,Men,"Featherweight, Freestyle"
"Featherweight, Freestyle, Men",BUL,2,1964,Wrestling,Men,"Featherweight, Freestyle"
"Featherweight, Freestyle, Men",URS,3,1964,Wrestling,Men,"Featherweight, Freestyle"
"Featherweight, Greco-Roman, Men",HUN,1,1964,Wrestling,Men,"Featherweight, Greco-Roman"
"Featherweight, Greco-Roman, Men",URS,2,1964,Wrestling,Men,"Featherweight, Greco-Roman"
"Featherweight, Greco-Roman, Men",YUG,3,1964,Wrestling,Men,"Featherweight, Greco-Roman"
"Flyweight, Freestyle, Men",JPN,1,1964,Wrestling,Men,"Flyweight, Freestyle"
"Flyweight, Freestyle, Men",KOR,2,1964,Wrestling,Men,"Flyweight, Freestyle"
"Flyweight, Freestyle, Men",IRI,3,1964,Wrestling,Men,"Flyweight, Freestyle"
"Flyweight, Greco-Roman, Men",JPN,1,1964,Wrestling,Men,"Flyweight, Greco-Roman"
"Flyweight, Greco-Roman, Men",BUL,2,1964,Wrestling,Men,"Flyweight, Greco-Roman"
"Flyweight, Greco-Roman, Men",ROU,3,1964,Wrestling,Men,"Flyweight, Greco-Roman"
"Heavyweight, Freestyle, Men",URS,1,1964,Wrestling,Men,"Heavyweight, Freestyle"
"Heavyweight, Freestyle, Men",BUL,2,1964,Wrestling,Men,"Heavyweight, Freestyle"
"Heavyweight, Freestyle, Men",TUR,3,1964,Wrestling,Men,"Heavyweight, Freestyle"
"Heavyweight, Greco-Roman, Men",HUN,1,1964,Wrestling,Men,"Heavyweight, Greco-Roman"
"Heavyweight, Greco-Roman, Men",URS,2,1964,Wrestling,Men,"Heavyweight, Greco-Roman"
"Heavyweight, Greco-Roman, Men",GER,3,1964,Wrestling,Men,"Heavyweight, Greco-Roman"
"Light-Heavyweight, Freestyle, Men",URS,1,1964,Wrestling,Men,"Light-Heavyweight, Freestyle"
"Light-Heavyweight, Freestyle, Men",TUR,2,1964,Wrestling,Men,"Light-Heavyweight, Freestyle"
"Light-Heavyweight, Freestyle, Men",BUL,3,1964,Wrestling,Men,"Light-Heavyweight, Freestyle"
"Light-Heavyweight, Greco-Roman, Men",BUL,1,1964,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
"Light-Heavyweight, Greco-Roman, Men",SWE,2,1964,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
"Light-Heavyweight, Greco-Roman, Men",GER,3,1964,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
"Lightweight, Freestyle, Men",BUL,1,1964,Wrestling,Men,"Lightweight, Freestyle"
"Lightweight, Freestyle, Men",GER,2,1964,Wrestling,Men,"Lightweight, Freestyle"
"Lightweight, Freestyle, Men",JPN,3,1964,Wrestling,Men,"Lightweight, Freestyle"
"Lightweight, Greco-Roman, Men",TUR,1,1964,Wrestling,Men,"Lightweight, Greco-Roman"
"Lightweight, Greco-Roman, Men",ROU,2,1964,Wrestling,Men,"Lightweight, Greco-Roman"
"Lightweight, Greco-Roman, Men",URS,3,1964,Wrestling,Men,"Lightweight, Greco-Roman"
"Middleweight, Freestyle, Men",BUL,1,1964,Wrestling,Men,"Middleweight, Freestyle"
"Middleweight, Freestyle, Men",TUR,2,1964,Wrestling,Men,"Middleweight, Freestyle"
"Middleweight, Freestyle, Men",USA,3,1964,Wrestling,Men,"Middleweight, Freestyle"
"Middleweight, Greco-Roman, Men",YUG,1,1964,Wrestling,Men,"Middleweight, Greco-Roman"
"Middleweight, Greco-Roman, Men",TCH,2,1964,Wrestling,Men,"Middleweight, Greco-Roman"
"Middleweight, Greco-Roman, Men",GER,3,1964,Wrestling,Men,"Middleweight, Greco-Roman"
"Welterweight, Freestyle, Men",TUR,1,1964,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Freestyle, Men",URS,2,1964,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Freestyle, Men",IRI,3,1964,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Greco-Roman, Men",URS,1,1964,Wrestling,Men,"Welterweight, Greco-Roman"
"Welterweight, Greco-Roman, Men",BUL,2,1964,Wrestling,Men,"Welterweight, Greco-Roman"
"Welterweight, Greco-Roman, Men",SWE,3,1964,Wrestling,Men,"Welterweight, Greco-Roman"
"Balance Beam, Women",URS,1,1968,Artistic Athletics,Women,Balance Beam
"Balance Beam, Women",TCH,2,1968,Artistic Athletics,Women,Balance Beam
"Balance Beam, Women",URS,3,1968,Artistic Athletics,Women,Balance Beam
"Floor Exercise, Men",JPN,1,1968,Artistic Athletics,Men,Floor Exercise
"Floor Exercise, Men",JPN,2,1968,Artistic Athletics,Men,Floor Exercise
"Floor Exercise, Men",JPN,3,1968,Artistic Athletics,Men,Floor Exercise
"Floor Exercise, Women",URS,1,1968,Artistic Athletics,Women,Floor Exercise
"Floor Exercise, Women",TCH,1,1968,Artistic Athletics,Women,Floor Exercise
"Floor Exercise, Women",DQ,2,1968,Artistic Athletics,Women,Floor Exercise
"Floor Exercise, Women",URS,3,1968,Artistic Athletics,Women,Floor Exercise
"Horizontal Bar, Men",URS,1,1968,Artistic Athletics,Men,Horizontal Bar
"Horizontal Bar, Men",JPN,1,1968,Artistic Athletics,Men,Horizontal Bar
"Horizontal Bar, Men",DQ,2,1968,Artistic Athletics,Men,Horizontal Bar
"Horizontal Bar, Men",JPN,3,1968,Artistic Athletics,Men,Horizontal Bar
"Horse Vault, Men",URS,1,1968,Artistic Athletics,Men,Horse Vault
"Horse Vault, Men",JPN,2,1968,Artistic Athletics,Men,Horse Vault
"Horse Vault, Men",URS,3,1968,Artistic Athletics,Men,Horse Vault
"Horse Vault, Women",TCH,1,1968,Artistic Athletics,Women,Horse Vault
"Horse Vault, Women",GDR,2,1968,Artistic Athletics,Women,Horse Vault
"Horse Vault, Women",URS,3,1968,Artistic Athletics,Women,Horse Vault
"Individual All-Around, Men",JPN,1,1968,Artistic Athletics,Men,Individual All-Around
"Individual All-Around, Men",URS,2,1968,Artistic Athletics,Men,Individual All-Around
"Individual All-Around, Men",JPN,3,1968,Artistic Athletics,Men,Individual All-Around
"Individual All-Around, Women",TCH,1,1968,Artistic Athletics,Women,Individual All-Around
"Individual All-Around, Women",URS,2,1968,Artistic Athletics,Women,Individual All-Around
"Individual All-Around, Women",URS,3,1968,Artistic Athletics,Women,Individual All-Around
"Parallel Bars, Men",JPN,1,1968,Artistic Athletics,Men,Parallel Bars
"Parallel Bars, Men",URS,2,1968,Artistic Athletics,Men,Parallel Bars
"Parallel Bars, Men",URS,3,1968,Artistic Athletics,Men,Parallel Bars
"Pommelled Horse, Men",YUG,1,1968,Artistic Athletics,Men,Pommelled Horse
"Pommelled Horse, Men",FIN,2,1968,Artistic Athletics,Men,Pommelled Horse
"Pommelled Horse, Men",URS,3,1968,Artistic Athletics,Men,Pommelled Horse
"Rings, Men",JPN,1,1968,Artistic Athletics,Men,Rings
"Rings, Men",URS,2,1968,Artistic Athletics,Men,Rings
"Rings, Men",JPN,3,1968,Artistic Athletics,Men,Rings
"Team All-Around, Men",JPN,1,1968,Artistic Athletics,Men,Team All-Around
"Team All-Around, Men",URS,2,1968,Artistic Athletics,Men,Team All-Around
"Team All-Around, Men",GDR,3,1968,Artistic Athletics,Men,Team All-Around
"Team All-Around, Women",URS,1,1968,Artistic Athletics,Women,Team All-Around
"Team All-Around, Women",TCH,2,1968,Artistic Athletics,Women,Team All-Around
"Team All-Around, Women",GDR,3,1968,Artistic Athletics,Women,Team All-Around
"Uneven Bars, Women",TCH,1,1968,Artistic Athletics,Women,Uneven Bars
"Uneven Bars, Women",GDR,2,1968,Artistic Athletics,Women,Uneven Bars
"Uneven Bars, Women",URS,3,1968,Artistic Athletics,Women,Uneven Bars
"1,500 metres, Men",KEN,1,1968,Athletics,Men,"1,500 metres"
"1,500 metres, Men",USA,2,1968,Athletics,Men,"1,500 metres"
"1,500 metres, Men",FRG,3,1968,Athletics,Men,"1,500 metres"
"10,000 metres, Men",KEN,1,1968,Athletics,Men,"10,000 metres"
"10,000 metres, Men",ETH,2,1968,Athletics,Men,"10,000 metres"
"10,000 metres, Men",TUN,3,1968,Athletics,Men,"10,000 metres"
"100 metres, Men",USA,1,1968,Athletics,Men,100 metres
"100 metres, Men",JAM,2,1968,Athletics,Men,100 metres
"100 metres, Men",USA,3,1968,Athletics,Men,100 metres
"100 metres, Women",USA,1,1968,Athletics,Women,100 metres
"100 metres, Women",USA,2,1968,Athletics,Women,100 metres
"100 metres, Women",POL,3,1968,Athletics,Women,100 metres
"110 metres Hurdles, Men",USA,1,1968,Athletics,Men,110 metres Hurdles
"110 metres Hurdles, Men",USA,2,1968,Athletics,Men,110 metres Hurdles
"110 metres Hurdles, Men",ITA,3,1968,Athletics,Men,110 metres Hurdles
"20 kilometres Walk, Men",URS,1,1968,Athletics,Men,20 kilometres Walk
"20 kilometres Walk, Men",MEX,2,1968,Athletics,Men,20 kilometres Walk
"20 kilometres Walk, Men",URS,3,1968,Athletics,Men,20 kilometres Walk
"200 metres, Men",USA,1,1968,Athletics,Men,200 metres
"200 metres, Men",AUS,2,1968,Athletics,Men,200 metres
"200 metres, Men",USA,3,1968,Athletics,Men,200 metres
"200 metres, Women",POL,1,1968,Athletics,Women,200 metres
"200 metres, Women",AUS,2,1968,Athletics,Women,200 metres
"200 metres, Women",AUS,3,1968,Athletics,Women,200 metres
"3,000 metres Steeplechase, Men",KEN,1,1968,Athletics,Men,"3,000 metres Steeplechase"
"3,000 metres Steeplechase, Men",KEN,2,1968,Athletics,Men,"3,000 metres Steeplechase"
"3,000 metres Steeplechase, Men",USA,3,1968,Athletics,Men,"3,000 metres Steeplechase"
"4 x 100 metres Relay, Men",GBR,1,2004,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",USA,2,2004,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men",NGR,3,2004,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men ",USA ,1,2000,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men ",BRA ,2,2000,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Men ",CUB,3,2000,Athletics,Men,4 x 100 metres Relay
"4 x 100 metres Relay, Women",USA,1,1984,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",CAN,2,1984,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",GBR,3,1984,Athletics,Women,4 x 100 metres Relay
"400 metres Hurdles, Men",GBR,1,1968,Athletics,Men,400 metres Hurdles
"400 metres Hurdles, Men",FRG,2,1968,Athletics,Men,400 metres Hurdles
"400 metres Hurdles, Men",GBR,3,1968,Athletics,Men,400 metres Hurdles
"400 metres, Men",USA,1,1968,Athletics,Men,400 metres
"400 metres, Men",USA,2,1968,Athletics,Men,400 metres
"400 metres, Men",USA,3,1968,Athletics,Men,400 metres
"400 metres, Women",FRA,1,1968,Athletics,Women,400 metres
"400 metres, Women",GBR,2,1968,Athletics,Women,400 metres
"400 metres, Women",URS,3,1968,Athletics,Women,400 metres
"5,000 metres, Men",TUN,1,1968,Athletics,Men,"5,000 metres"
"5,000 metres, Men",KEN,2,1968,Athletics,Men,"5,000 metres"
"5,000 metres, Men",KEN,3,1968,Athletics,Men,"5,000 metres"
"50 kilometres Walk, Men",GDR,1,1968,Athletics,Men,50 kilometres Walk
"50 kilometres Walk, Men",HUN,2,1968,Athletics,Men,50 kilometres Walk
"50 kilometres Walk, Men",USA,3,1968,Athletics,Men,50 kilometres Walk
"80 metres Hurdles, Women",AUS,1,1968,Athletics,Women,80 metres Hurdles
"80 metres Hurdles, Women",AUS,2,1968,Athletics,Women,80 metres Hurdles
"80 metres Hurdles, Women",TPE,3,1968,Athletics,Women,80 metres Hurdles
"800 metres, Men",AUS,1,1968,Athletics,Men,800 metres
"800 metres, Men",KEN,2,1968,Athletics,Men,800 metres
"800 metres, Men",USA,3,1968,Athletics,Men,800 metres
"800 metres, Women",USA,1,1968,Athletics,Women,800 metres
"800 metres, Women",ROU,2,1968,Athletics,Women,800 metres
"800 metres, Women",NED,3,1968,Athletics,Women,800 metres
"Decathlon, Men",USA,1,1968,Athletics,Men,Decathlon
"Decathlon, Men",FRG,2,1968,Athletics,Men,Decathlon
"Decathlon, Men",FRG,3,1968,Athletics,Men,Decathlon
"Discus Throw, Men",USA,1,1968,Athletics,Men,Discus Throw
"Discus Throw, Men",GDR,2,1968,Athletics,Men,Discus Throw
"Discus Throw, Men",TCH,3,1968,Athletics,Men,Discus Throw
"Discus Throw, Women",ROU,1,1968,Athletics,Women,Discus Throw
"Discus Throw, Women",FRG,2,1968,Athletics,Women,Discus Throw
"Discus Throw, Women",HUN,3,1968,Athletics,Women,Discus Throw
"Hammer Throw, Men",HUN,1,1968,Athletics,Men,Hammer Throw
"Hammer Throw, Men",URS,2,1968,Athletics,Men,Hammer Throw
"Hammer Throw, Men",HUN,3,1968,Athletics,Men,Hammer Throw
"High Jump, Men",USA,1,1968,Athletics,Men,High Jump
"High Jump, Men",USA,2,1968,Athletics,Men,High Jump
"High Jump, Men",URS,3,1968,Athletics,Men,High Jump
"High Jump, Women",TCH,1,1968,Athletics,Women,High Jump
"High Jump, Women",URS,2,1968,Athletics,Women,High Jump
"High Jump, Women",URS,3,1968,Athletics,Women,High Jump
"Javelin Throw, Men",URS,1,1968,Athletics,Men,Javelin Throw
"Javelin Throw, Men",FIN,2,1968,Athletics,Men,Javelin Throw
"Javelin Throw, Men",HUN,3,1968,Athletics,Men,Javelin Throw
"Javelin Throw, Women",HUN,1,1968,Athletics,Women,Javelin Throw
"Javelin Throw, Women",ROU,2,1968,Athletics,Women,Javelin Throw
"Javelin Throw, Women",AUT,3,1968,Athletics,Women,Javelin Throw
"Long Jump, Men",USA,1,1968,Athletics,Men,Long Jump
"Long Jump, Men",GDR,2,1968,Athletics,Men,Long Jump
"Long Jump, Men",USA,3,1968,Athletics,Men,Long Jump
"Long Jump, Women",ROU,1,1968,Athletics,Women,Long Jump
"Long Jump, Women",GBR,2,1968,Athletics,Women,Long Jump
"Long Jump, Women",URS,3,1968,Athletics,Women,Long Jump
"Marathon, Men",ETH,1,1968,Athletics,Men,Marathon
"Marathon, Men",JPN,2,1968,Athletics,Men,Marathon
"Marathon, Men",NZL,3,1968,Athletics,Men,Marathon
"Pentathlon, Women",FRG,1,1968,Athletics,Women,Pentathlon
"Pentathlon, Women",AUT,2,1968,Athletics,Women,Pentathlon
"Pentathlon, Women",HUN,3,1968,Athletics,Women,Pentathlon
"Pole Vault, Men",USA,1,1968,Athletics,Men,Pole Vault
"Pole Vault, Men",FRG,2,1968,Athletics,Men,Pole Vault
"Pole Vault, Men",GDR,3,1968,Athletics,Men,Pole Vault
"Shot Put, Men",USA,1,1968,Athletics,Men,Shot Put
"Shot Put, Men",USA,2,1968,Athletics,Men,Shot Put
"Shot Put, Men",URS,3,1968,Athletics,Men,Shot Put
"Shot Put, Women",GDR,1,1968,Athletics,Women,Shot Put
"Shot Put, Women",GDR,2,1968,Athletics,Women,Shot Put
"Shot Put, Women",URS,3,1968,Athletics,Women,Shot Put
"Triple Jump, Men",URS,1,1968,Athletics,Men,Triple Jump
"Triple Jump, Men",BRA,2,1968,Athletics,Men,Triple Jump
"Triple Jump, Men",ITA,3,1968,Athletics,Men,Triple Jump
"Basketball, Men",USA,1,1968,Basketball,Men,Basketball
"Basketball, Men",YUG,2,1968,Basketball,Men,Basketball
"Basketball, Men",URS,3,1968,Basketball,Men,Basketball
"Bantamweight, Men",URS,1,1968,Boxing,Men,Bantamweight
