Event,NOC,Pos.,Year,Discipline
"100 metres Butterfly, Men",SWE,1,2000,Swimming
"100 metres Butterfly, Men",AUS,2,2000,Swimming
"100 metres Butterfly, Men",AUS,3,2000,Swimming
"100 metres Butterfly, Women",NED,1,2000,Swimming
"100 metres Butterfly, Women",SVK,2,2000,Swimming
"100 metres Butterfly, Women",USA,3,2000,Swimming
"100 metres Freestyle, Men",NED,1,2000,Swimming
"100 metres Freestyle, Men",RUS,2,2000,Swimming
"100 metres Freestyle, Men",USA,3,2000,Swimming
"100 metres Freestyle, Women",NED,1,2000,Swimming
"100 metres Freestyle, Women",SWE,2,2000,Swimming
"100 metres Freestyle, Women",USA,3,2000,Swimming
"200 metres Backstroke, Men",USA,1,2000,Swimming
"200 metres Backstroke, Men",USA,2,2000,Swimming
"200 metres Backstroke, Men",AUS,3,2000,Swimming
"200 metres Backstroke, Women",ROU,1,2000,Swimming
"200 metres Backstroke, Women",FRA,2,2000,Swimming
"200 metres Backstroke, Women",JPN,3,2000,Swimming
"200 metres Breaststroke, Men",ITA,1,2000,Swimming
"200 metres Breaststroke, Men",RSA,2,2000,Swimming
"200 metres Breaststroke, Men",ITA,3,2000,Swimming
"200 metres Breaststroke, Women",HUN,1,2000,Swimming
"200 metres Breaststroke, Women",USA,2,2000,Swimming
"200 metres Breaststroke, Women",USA,3,2000,Swimming
"200 metres Butterfly, Men",USA,1,2000,Swimming
"200 metres Butterfly, Men",UKR,2,2000,Swimming
"200 metres Butterfly, Men",AUS,3,2000,Swimming
"200 metres Butterfly, Women",USA,1,2000,Swimming
"200 metres Butterfly, Women",AUS,2,2000,Swimming
"200 metres Butterfly, Women",AUS,3,2000,Swimming
"200 metres Freestyle, Men",NED,1,2000,Swimming
"200 metres Freestyle, Men",AUS,2,2000,Swimming
"200 metres Freestyle, Men",ITA,3,2000,Swimming
"200 metres Freestyle, Women",AUS,1,2000,Swimming
"200 metres Freestyle, Women",SVK,2,2000,Swimming
"200 metres Freestyle, Women",CRC,3,2000,Swimming
"200 metres Individual Medley, Men",ITA,1,2000,Swimming
"200 metres Individual Medley, Men",USA,2,2000,Swimming
"200 metres Individual Medley, Men",USA,3,2000,Swimming
"200 metres Individual Medley, Women",UKR,1,2000,Swimming
"200 metres Individual Medley, Women",ROU,2,2000,Swimming
"200 metres Individual Medley, Women",USA,3,2000,Swimming
"4 x 100 metres Relay, Men",USA,1,1972,Athletics
"4 x 100 metres Relay, Men",URS,2,1972,Athletics
"4 x 100 metres Relay, Men",FRG,3,1972,Athletics
"4 x 100 metres Relay, Men",USA,1,1976,Athletics
"4 x 100 metres Relay, Men",GDR,2,1976,Athletics
"4 x 100 metres Relay, Men",URS,3,1976,Athletics
"4 x 100 metres Relay, Men",URS,1,1980,Athletics
"4 x 100 metres Relay, Men",POL,2,1980,Athletics
"4 x 100 metres Relay, Men",FRA,3,1980,Athletics
"4 x 100 metres Relay, Men",TTO,1,2008,Athletics
"4 x 100 metres Relay, Men",JPN,2,2008,Athletics
"4 x 100 metres Relay, Men",BRA,3,2008,Athletics
"4 x 100 metres Relay, Men",JAM,1,2012,Athletics
"4 x 100 metres Relay, Men",TTO,2,2012,Athletics
"4 x 100 metres Relay, Men",FRA,3,2012,Athletics
"4 x 100 metres Relay, Men",JAM,1,2016,Athletics
"4 x 100 metres Relay, Men",JPN,2,2016,Athletics
"4 x 100 metres Relay, Men",CAN,3,2016,Athletics
"400 metres Freestyle, Men",AUS,1,2000,Swimming
"400 metres Freestyle, Men",ITA,2,2000,Swimming
"400 metres Freestyle, Men",USA,3,2000,Swimming
"400 metres Freestyle, Women",USA,1,2000,Swimming
"400 metres Freestyle, Women",USA,2,2000,Swimming
"400 metres Freestyle, Women",CRC,3,2000,Swimming
"400 metres Individual Medley, Men",USA,1,2000,Swimming
"400 metres Individual Medley, Men",USA,2,2000,Swimming
"400 metres Individual Medley, Men",CAN,3,2000,Swimming
"400 metres Individual Medley, Women",UKR,1,2000,Swimming
"400 metres Individual Medley, Women",JPN,2,2000,Swimming
"400 metres Individual Medley, Women",ROU,3,2000,Swimming
"50 metres Freestyle, Men",USA,1,2000,Swimming
"50 metres Freestyle, Men",0,2,2000,Swimming
"50 metres Freestyle, Men",NED,3,2000,Swimming
"50 metres Freestyle, Women",NED,1,2000,Swimming
"50 metres Freestyle, Women",SWE,2,2000,Swimming
"50 metres Freestyle, Women",USA,3,2000,Swimming
"800 metres Freestyle, Women",USA,1,2000,Swimming
"800 metres Freestyle, Women",USA,1,2000,Swimming
"800 metres Freestyle, Women",UKR,2,2000,Swimming
"800 metres Freestyle, Women",USA,3,2000,Swimming
"800 metres Freestyle, Women",USA,3,2000,Swimming
"Doubles, Men",CHN,1,2000,Table Tennis
"Doubles, Men",CHN,2,2000,Table Tennis
"Doubles, Men",FRA,3,2000,Table Tennis
"Doubles, Women",CHN,1,2000,Table Tennis
"Doubles, Women",CHN,2,2000,Table Tennis
"Doubles, Women",KOR,3,2000,Table Tennis
"Singles, Men",CHN,1,2000,Table Tennis
"Singles, Men",SWE,2,2000,Table Tennis
"Singles, Men",CHN,3,2000,Table Tennis
"Singles, Women",CHN,1,2000,Table Tennis
"Singles, Women",CHN,2,2000,Table Tennis
"Singles, Women",TPE,3,2000,Table Tennis
"Featherweight, Men",USA,1,2000,Taekwondo
"Featherweight, Men",KOR,2,2000,Taekwondo
"Featherweight, Men",IRI,3,2000,Taekwondo
"Featherweight, Women",KOR,1,2000,Taekwondo
"Featherweight, Women",VIE,2,2000,Taekwondo
"Featherweight, Women",TUR,3,2000,Taekwondo
"Flyweight, Men",GRE,1,2000,Taekwondo
"Flyweight, Men",ESP,2,2000,Taekwondo
"Flyweight, Men",TPE,3,2000,Taekwondo
"Flyweight, Women",AUS,1,2000,Taekwondo
"Flyweight, Women",CUB,2,2000,Taekwondo
"Flyweight, Women",TPE,3,2000,Taekwondo
"Heavyweight, Men",KOR,1,2000,Taekwondo
"Heavyweight, Men",AUS,2,2000,Taekwondo
"Heavyweight, Men",FRA,3,2000,Taekwondo
"Heavyweight, Women",CHN,1,2000,Taekwondo
"Heavyweight, Women",RUS,2,2000,Taekwondo
"Heavyweight, Women",CAN,3,2000,Taekwondo
"Welterweight, Men",CUB,1,2000,Taekwondo
"Welterweight, Men",GER,2,2000,Taekwondo
"Welterweight, Men",MEX,3,2000,Taekwondo
"Welterweight, Women",KOR,1,2000,Taekwondo
"Welterweight, Women",NOR,2,2000,Taekwondo
"Welterweight, Women",JPN,3,2000,Taekwondo
"Doubles, Men",CAN,1,2000,Tennis
"Doubles, Men",AUS,2,2000,Tennis
"Doubles, Men",ESP,3,2000,Tennis
"Doubles, Women",USA,1,2000,Tennis
"Doubles, Women",NED,2,2000,Tennis
"Doubles, Women",BEL,3,2000,Tennis
"Singles, Men",RUS,1,2000,Tennis
"Singles, Men",GER,2,2000,Tennis
"Singles, Men",FRA,3,2000,Tennis
"Singles, Women",USA,1,2000,Tennis
"Singles, Women",RUS,2,2000,Tennis
"Singles, Women",USA,3,2000,Tennis
"Individual, Men",RUS,1,2000,Trampolining
"Individual, Men",AUS,2,2000,Trampolining
"Individual, Men",CAN,3,2000,Trampolining
"Individual, Women",RUS,1,2000,Trampolining
"Individual, Women",UKR,2,2000,Trampolining
"Individual, Women",CAN,3,2000,Trampolining
"Olympic Distance, Men",CAN,1,2000,Triathlon
"Olympic Distance, Men",GER,2,2000,Triathlon
"Olympic Distance, Men",CZE,3,2000,Triathlon
"Olympic Distance, Women",SUI,1,2000,Triathlon
"Olympic Distance, Women",AUS,2,2000,Triathlon
"Olympic Distance, Women",SUI,3,2000,Triathlon
"Volleyball, Men",SCG,1,2000,Volleyball
"Volleyball, Men",RUS,2,2000,Volleyball
"Volleyball, Men",ITA,3,2000,Volleyball
"Volleyball, Women",CUB,1,2000,Volleyball
"Volleyball, Women",RUS,2,2000,Volleyball
"Volleyball, Women",BRA,3,2000,Volleyball
"Water Polo, Men",HUN,1,2000,Water Polo
"Water Polo, Men",RUS,2,2000,Water Polo
"Water Polo, Men",SCG,3,2000,Water Polo
"Water Polo, Women",AUS,1,2000,Water Polo
"Water Polo, Women",USA,2,2000,Water Polo
"Water Polo, Women",RUS,3,2000,Water Polo
"Bantamweight, Men",TUR,1,2000,Weightlifting
"Bantamweight, Men",CHN,2,2000,Weightlifting
"Bantamweight, Men",CHN,3,2000,Weightlifting
"Featherweight, Men",CRO,1,2000,Weightlifting
"Featherweight, Men",GRE,2,2000,Weightlifting
"Featherweight, Men",BLR,3,2000,Weightlifting
"Featherweight, Women",CHN,1,2000,Weightlifting
"Featherweight, Women",TPE,2,2000,Weightlifting
"Featherweight, Women",INA,3,2000,Weightlifting
"Flyweight, Women",USA,1,2000,Weightlifting
"Flyweight, Women",INA,2,2000,Weightlifting
"Flyweight, Women",INA,3,2000,Weightlifting
"Heavyweight, Men",IRI,1,2000,Weightlifting
"Heavyweight, Men",BUL,2,2000,Weightlifting
"Heavyweight, Men",QAT,3,2000,Weightlifting
"Heavyweight, Women",COL,1,2000,Weightlifting
"Heavyweight, Women",NGR,2,2000,Weightlifting
"Heavyweight, Women",TPE,3,2000,Weightlifting
"Light-Heavyweight, Men",GRE,1,2000,Weightlifting
"Light-Heavyweight, Men",GER,2,2000,Weightlifting
"Light-Heavyweight, Men",GEO,3,2000,Weightlifting
"Light-Heavyweight, Women",CHN,1,2000,Weightlifting
"Light-Heavyweight, Women",HUN,2,2000,Weightlifting
"Light-Heavyweight, Women",IND,3,2000,Weightlifting
"Lightweight, Men",BUL,1,2000,Weightlifting
"Lightweight, Men",BUL,2,2000,Weightlifting
"Lightweight, Men",BLR,3,2000,Weightlifting
"Lightweight, Women",MEX,1,2000,Weightlifting
"Lightweight, Women",PRK,2,2000,Weightlifting
"Lightweight, Women",THA,3,2000,Weightlifting
"Middle-Heavyweight, Men",GRE,1,2000,Weightlifting
"Middle-Heavyweight, Men",POL,2,2000,Weightlifting
"Middle-Heavyweight, Men",RUS,3,2000,Weightlifting
"Middleweight, Men",CHN,1,2000,Weightlifting
"Middleweight, Men",GRE,2,2000,Weightlifting
"Middleweight, Men",ARM,3,2000,Weightlifting
"Middleweight, Women",CHN,1,2000,Weightlifting
"Middleweight, Women",RUS,2,2000,Weightlifting
"Middleweight, Women",GRE,3,2000,Weightlifting
"Super-Heavyweight, Men",IRI,1,2000,Weightlifting
"Super-Heavyweight, Men",GER,2,2000,Weightlifting
"Super-Heavyweight, Men",RUS,3,2000,Weightlifting
"Super-Heavyweight, Women",CHN,1,2000,Weightlifting
"Super-Heavyweight, Women",POL,2,2000,Weightlifting
"Super-Heavyweight, Women",USA,3,2000,Weightlifting
"Bantamweight, Freestyle, Men",AZE,1,2000,Wrestling
"Bantamweight, Freestyle, Men",USA,2,2000,Wrestling
"Bantamweight, Freestyle, Men",GRE,3,2000,Wrestling
"Bantamweight, Greco-Roman, Men",KOR,1,2000,Wrestling
"Bantamweight, Greco-Roman, Men",CUB,2,2000,Wrestling
"Bantamweight, Greco-Roman, Men",PRK,3,2000,Wrestling
"Featherweight, Freestyle, Men",IRI,1,2000,Wrestling
"Featherweight, Freestyle, Men",UKR,2,2000,Wrestling
"Featherweight, Freestyle, Men",USA,3,2000,Wrestling
"Featherweight, Greco-Roman, Men",BUL,1,2000,Wrestling
"Featherweight, Greco-Roman, Men",KOR,2,2000,Wrestling
"Featherweight, Greco-Roman, Men",CHN,3,2000,Wrestling
"Heavyweight, Freestyle, Men",RUS,1,2000,Wrestling
"Heavyweight, Freestyle, Men",KAZ,2,2000,Wrestling
"Heavyweight, Freestyle, Men",GEO,3,2000,Wrestling
"Heavyweight, Greco-Roman, Men",SWE,1,2000,Wrestling
"Heavyweight, Greco-Roman, Men",UKR,2,2000,Wrestling
"Heavyweight, Greco-Roman, Men",USA,3,2000,Wrestling
"Light-Heavyweight, Freestyle, Men",RUS,1,2000,Wrestling
"Light-Heavyweight, Freestyle, Men",CUB,2,2000,Wrestling
"Light-Heavyweight, Freestyle, Men",MKD,3,2000,Wrestling
"Light-Heavyweight, Greco-Roman, Men",TUR,1,2000,Wrestling
"Light-Heavyweight, Greco-Roman, Men",HUN,2,2000,Wrestling
"Light-Heavyweight, Greco-Roman, Men",GEO,3,2000,Wrestling
"Lightweight, Freestyle, Men",RUS,1,2000,Wrestling
"Lightweight, Freestyle, Men",BUL,2,2000,Wrestling
"Lightweight, Freestyle, Men",KOR,3,2000,Wrestling
"Lightweight, Greco-Roman, Men",RUS,1,2000,Wrestling
"Lightweight, Greco-Roman, Men",CUB,2,2000,Wrestling
"Lightweight, Greco-Roman, Men",GEO,3,2000,Wrestling
"Middleweight, Freestyle, Men",USA,1,2000,Wrestling
"Middleweight, Freestyle, Men",KOR,2,2000,Wrestling
"Middleweight, Freestyle, Men",TUR,3,2000,Wrestling
"Middleweight, Greco-Roman, Men",RUS,1,2000,Wrestling
"Middleweight, Greco-Roman, Men",USA,2,2000,Wrestling
"Middleweight, Greco-Roman, Men",FIN,3,2000,Wrestling
"Super-Heavyweight, Freestyle, Men",RUS,1,2000,Wrestling
"Super-Heavyweight, Freestyle, Men",UZB,2,2000,Wrestling
"Super-Heavyweight, Freestyle, Men",CUB,3,2000,Wrestling
"Super-Heavyweight, Greco-Roman, Men",USA,1,2000,Wrestling
"Super-Heavyweight, Greco-Roman, Men",RUS,2,2000,Wrestling
"Super-Heavyweight, Greco-Roman, Men",BLR,3,2000,Wrestling
"Welterweight, Freestyle, Men",CAN,1,2000,Wrestling
"Welterweight, Freestyle, Men",RUS,2,2000,Wrestling
"Welterweight, Freestyle, Men",USA,3,2000,Wrestling
"Welterweight, Greco-Roman, Men",CUB,1,2000,Wrestling
"Welterweight, Greco-Roman, Men",JPN,2,2000,Wrestling
"Welterweight, Greco-Roman, Men",RUS,3,2000,Wrestling
"Individual, Men",ITA,1,2004,Archery
"Individual, Men",JPN,2,2004,Archery
"Individual, Men",AUS,3,2004,Archery
"Individual, Women",KOR,1,2004,Archery
"Individual, Women",KOR,2,2004,Archery
"Individual, Women",GBR,3,2004,Archery
"Team, Men",KOR,1,2004,Archery
"Team, Men",TPE,2,2004,Archery
"Team, Men",UKR,3,2004,Archery
"Team, Women",KOR,1,2004,Archery
"Team, Women",CHN,2,2004,Archery
"Team, Women",TPE,3,2004,Archery
"Balance Beam, Women",ROU,1,2004,Artistic Gymnastics
"Balance Beam, Women",USA,2,2004,Artistic Gymnastics
"Balance Beam, Women",ROU,3,2004,Artistic Gymnastics
"Floor Exercise, Men",CAN,1,2004,Artistic Gymnastics
"Floor Exercise, Men",ROU,2,2004,Artistic Gymnastics
"Floor Exercise, Men",BUL,3,2004,Artistic Gymnastics
"Floor Exercise, Women",ROU,1,2004,Artistic Gymnastics
"Floor Exercise, Women",ROU,2,2004,Artistic Gymnastics
"Floor Exercise, Women",ESP,3,2004,Artistic Gymnastics
"Horizontal Bar, Men",ITA,1,2004,Artistic Gymnastics
"Horizontal Bar, Men",USA,2,2004,Artistic Gymnastics
"Horizontal Bar, Men",JPN,3,2004,Artistic Gymnastics
"Horse Vault, Men",ESP,1,2004,Artistic Gymnastics
"Horse Vault, Men",LAT,2,2004,Artistic Gymnastics
"Horse Vault, Men",ROU,3,2004,Artistic Gymnastics
"Horse Vault, Women",ROU,1,2004,Artistic Gymnastics
"Horse Vault, Women",USA,2,2004,Artistic Gymnastics
"Horse Vault, Women",RUS,3,2004,Artistic Gymnastics
"Individual All-Around, Men",USA,1,2004,Artistic Gymnastics
"Individual All-Around, Men",KOR,2,2004,Artistic Gymnastics
"Individual All-Around, Men",KOR,3,2004,Artistic Gymnastics
"Individual All-Around, Women",USA,1,2004,Artistic Gymnastics
"Individual All-Around, Women",RUS,2,2004,Artistic Gymnastics
"Individual All-Around, Women",CHN,3,2004,Artistic Gymnastics
"Parallel Bars, Men",UKR,1,2004,Artistic Gymnastics
"Parallel Bars, Men",JPN,2,2004,Artistic Gymnastics
"Parallel Bars, Men",CHN,3,2004,Artistic Gymnastics
"Pommelled Horse, Men",CHN,1,2004,Artistic Gymnastics
"Pommelled Horse, Men",ROU,2,2004,Artistic Gymnastics
"Pommelled Horse, Men",JPN,3,2004,Artistic Gymnastics
"Rings, Men",GRE,1,2004,Artistic Gymnastics
"Rings, Men",BUL,2,2004,Artistic Gymnastics
"Rings, Men",ITA,3,2004,Artistic Gymnastics
"Team All-Around, Men",JPN,1,2004,Artistic Gymnastics
"Team All-Around, Men",USA,2,2004,Artistic Gymnastics
"Team All-Around, Men",ROU,3,2004,Artistic Gymnastics
"Team All-Around, Women",ROU,1,2004,Artistic Gymnastics
"Team All-Around, Women",USA,2,2004,Artistic Gymnastics
"Team All-Around, Women",RUS,3,2004,Artistic Gymnastics
"Uneven Bars, Women",FRA,1,2004,Artistic Gymnastics
"Uneven Bars, Women",USA,2,2004,Artistic Gymnastics
"Uneven Bars, Women",USA,3,2004,Artistic Gymnastics
"Duet, Women",RUS,1,2004,Artistic Swimming
"Duet, Women",JPN,2,2004,Artistic Swimming
"Duet, Women",USA,3,2004,Artistic Swimming
"Team, Women",RUS,1,2004,Artistic Swimming
"Team, Women",JPN,2,2004,Artistic Swimming
"Team, Women",USA,3,2004,Artistic Swimming
"1,500 metres, Men",MAR,1,2004,Athletics
"1,500 metres, Men",KEN,2,2004,Athletics
"1,500 metres, Men",POR,3,2004,Athletics
"1,500 metres, Women",GBR,1,2004,Athletics
"1,500 metres, Women",RUS,2,2004,Athletics
"1,500 metres, Women",ROU,3,2004,Athletics
"10,000 metres, Men",ETH,1,2004,Athletics
"10,000 metres, Men",ETH,2,2004,Athletics
"10,000 metres, Men",ERI,3,2004,Athletics
"10,000 metres, Women",CHN,1,2004,Athletics
"10,000 metres, Women",ETH,2,2004,Athletics
"10,000 metres, Women",ETH,3,2004,Athletics
"100 metres Hurdles, Women",USA,1,2004,Athletics
"100 metres Hurdles, Women",UKR,2,2004,Athletics
"100 metres Hurdles, Women",USA,3,2004,Athletics
"100 metres, Men",USA,1,2004,Athletics
"100 metres, Men",POR,2,2004,Athletics
"100 metres, Men",USA,3,2004,Athletics
"100 metres, Women",BLR,1,2004,Athletics
"100 metres, Women",USA,2,2004,Athletics
"100 metres, Women",JAM,3,2004,Athletics
"110 metres Hurdles, Men",CHN,1,2004,Athletics
"110 metres Hurdles, Men",USA,2,2004,Athletics
"110 metres Hurdles, Men",CUB,3,2004,Athletics
"20 kilometres Walk, Men",ITA,1,2004,Athletics
"20 kilometres Walk, Men",ESP,2,2004,Athletics
"20 kilometres Walk, Men",AUS,3,2004,Athletics
"20 kilometres Walk, Women",GRE,1,2004,Athletics
"20 kilometres Walk, Women",RUS,2,2004,Athletics
"20 kilometres Walk, Women",AUS,3,2004,Athletics
"200 metres, Men",USA,1,2004,Athletics
"200 metres, Men",USA,2,2004,Athletics
"200 metres, Men",USA,3,2004,Athletics
"200 metres, Women",JAM,1,2004,Athletics
"200 metres, Women",USA,2,2004,Athletics
"200 metres, Women",BAH,3,2004,Athletics
"3,000 metres Steeplechase, Men",KEN,1,2004,Athletics
"3,000 metres Steeplechase, Men",KEN,2,2004,Athletics
"3,000 metres Steeplechase, Men",KEN,3,2004,Athletics
"4 x 100 metres Relay, Women",POL,1,1964,Athletics
"4 x 100 metres Relay, Women",USA,2,1964,Athletics
"4 x 100 metres Relay, Women",GBR,3,1964,Athletics
"4 x 100 metres Relay, Women",USA,1,1968,Athletics
"4 x 100 metres Relay, Women",CUB,2,1968,Athletics
"4 x 100 metres Relay, Women",URS,3,1968,Athletics
"4 x 100 metres Relay, Women",FRG,1,1972,Athletics
"4 x 100 metres Relay, Women",GDR,2,1972,Athletics
"4 x 100 metres Relay, Women",CUB,3,1972,Athletics
"4 x 100 metres Relay, Women",GDR,1,1976,Athletics
"4 x 100 metres Relay, Women",FRG,2,1976,Athletics
"4 x 100 metres Relay, Women",URS,3,1976,Athletics
"400 metres Hurdles, Men",DOM,1,2004,Athletics
"400 metres Hurdles, Men",JAM,2,2004,Athletics
"400 metres Hurdles, Men",FRA,3,2004,Athletics
"400 metres Hurdles, Women",GRE,1,2004,Athletics
"400 metres Hurdles, Women",ROU,2,2004,Athletics
"400 metres Hurdles, Women",UKR,3,2004,Athletics
"400 metres, Men",USA,1,2004,Athletics
"400 metres, Men",USA,2,2004,Athletics
"400 metres, Men",USA,3,2004,Athletics
"400 metres, Women",BAH,1,2004,Athletics
"400 metres, Women",MEX,2,2004,Athletics
"400 metres, Women",RUS,3,2004,Athletics
"5,000 metres, Men",MAR,1,2004,Athletics
"5,000 metres, Men",ETH,2,2004,Athletics
"5,000 metres, Men",KEN,3,2004,Athletics
"5,000 metres, Women",ETH,1,2004,Athletics
"5,000 metres, Women",KEN,2,2004,Athletics
"5,000 metres, Women",ETH,3,2004,Athletics
"50 kilometres Walk, Men",POL,1,2004,Athletics
"50 kilometres Walk, Men",RUS,2,2004,Athletics
"50 kilometres Walk, Men",RUS,3,2004,Athletics
"800 metres, Men",RUS,1,2004,Athletics
"800 metres, Men",RSA,2,2004,Athletics
"800 metres, Men",DEN,3,2004,Athletics
"800 metres, Women",GBR,1,2004,Athletics
"800 metres, Women",MAR,2,2004,Athletics
"800 metres, Women",SLO,3,2004,Athletics
"Decathlon, Men",CZE,1,2004,Athletics
"Decathlon, Men",USA,2,2004,Athletics
"Decathlon, Men",KAZ,3,2004,Athletics
"Discus Throw, Men",LTU,1,2004,Athletics
"Discus Throw, Men",HUN,2,2004,Athletics
"Discus Throw, Men",EST,3,2004,Athletics
"Discus Throw, Women",RUS,1,2004,Athletics
"Discus Throw, Women",GRE,2,2004,Athletics
"Discus Throw, Women",CZE,3,2004,Athletics
"Hammer Throw, Men",JPN,1,2004,Athletics
"Hammer Throw, Men",0,2,2004,Athletics
"Hammer Throw, Men",0,3,2004,Athletics
"Hammer Throw, Women",RUS,1,2004,Athletics
"Hammer Throw, Women",CUB,2,2004,Athletics
"Hammer Throw, Women",CUB,3,2004,Athletics
"Heptathlon, Women",SWE,1,2004,Athletics
"Heptathlon, Women",LTU,2,2004,Athletics
"Heptathlon, Women",GBR,3,2004,Athletics
"High Jump, Men",SWE,1,2004,Athletics
"High Jump, Men",USA,2,2004,Athletics
"High Jump, Men",CZE,3,2004,Athletics
"High Jump, Women",RUS,1,2004,Athletics
"High Jump, Women",RSA,2,2004,Athletics
"High Jump, Women",UKR,3,2004,Athletics
"Javelin Throw, Men",NOR,1,2004,Athletics
"Javelin Throw, Men",LAT,2,2004,Athletics
"Javelin Throw, Men",RUS,3,2004,Athletics
"Javelin Throw, Women",CUB,1,2004,Athletics
"Javelin Throw, Women",GER,2,2004,Athletics
"Javelin Throw, Women",GRE,3,2004,Athletics
"Long Jump, Men",USA,1,2004,Athletics
"Long Jump, Men",USA,2,2004,Athletics
"Long Jump, Men",ESP,3,2004,Athletics
"Long Jump, Women",RUS,1,2004,Athletics
"Long Jump, Women",RUS,2,2004,Athletics
"Long Jump, Women",RUS,3,2004,Athletics
"Marathon, Men",ITA,1,2004,Athletics
"Marathon, Men",USA,2,2004,Athletics
"Marathon, Men",BRA,3,2004,Athletics
"Marathon, Women",JPN,1,2004,Athletics
"Marathon, Women",KEN,2,2004,Athletics
"Marathon, Women",USA,3,2004,Athletics
"Pole Vault, Men",USA,1,2004,Athletics
"Pole Vault, Men",USA,2,2004,Athletics
"Pole Vault, Men",ITA,3,2004,Athletics
"Pole Vault, Women",RUS,1,2004,Athletics
"Pole Vault, Women",RUS,2,2004,Athletics
"Pole Vault, Women",POL,3,2004,Athletics
"Shot Put, Men",USA,1,2004,Athletics
"Shot Put, Men",DEN,2,2004,Athletics
"Shot Put, Men",ESP,3,2004,Athletics
"Shot Put, Women",CUB,1,2004,Athletics
"Shot Put, Women",GER,2,2004,Athletics
"Shot Put, Women",0,3,2004,Athletics
"Triple Jump, Men",SWE,1,2004,Athletics
"Triple Jump, Men",ROU,2,2004,Athletics
"Triple Jump, Men",RUS,3,2004,Athletics
"Triple Jump, Women",CMR,1,2004,Athletics
"Triple Jump, Women",GRE,2,2004,Athletics
"Triple Jump, Women",RUS,3,2004,Athletics
"Doubles, Men",KOR,1,2004,Badminton
"Doubles, Men",KOR,2,2004,Badminton
"Doubles, Men",INA,3,2004,Badminton
"Doubles, Mixed",CHN,1,2004,Badminton
"Doubles, Mixed",GBR,2,2004,Badminton
"Doubles, Mixed",DEN,3,2004,Badminton
"Doubles, Women",CHN,1,2004,Badminton
"Doubles, Women",CHN,2,2004,Badminton
"Doubles, Women",KOR,3,2004,Badminton
"Singles, Men",INA,1,2004,Badminton
"Singles, Men",KOR,2,2004,Badminton
"Singles, Men",INA,3,2004,Badminton
"Singles, Women",CHN,1,2004,Badminton
"Singles, Women",NED,2,2004,Badminton
"Singles, Women",CHN,3,2004,Badminton
"Baseball, Men",CUB,1,2004,Baseball
"Baseball, Men",AUS,2,2004,Baseball
"Baseball, Men",JPN,3,2004,Baseball
"Basketball, Men",ARG,1,2004,Basketball
"Basketball, Men",ITA,2,2004,Basketball
"Basketball, Men",USA,3,2004,Basketball
"Basketball, Women",USA,1,2004,Basketball
"Basketball, Women",AUS,2,2004,Basketball
"Basketball, Women",RUS,3,2004,Basketball
"Beach Volleyball, Men",BRA,1,2004,Beach Volleyball
"Beach Volleyball, Men",ESP,2,2004,Beach Volleyball
"Beach Volleyball, Men",SUI,3,2004,Beach Volleyball
"Beach Volleyball, Women",USA,1,2004,Beach Volleyball
"Beach Volleyball, Women",BRA,2,2004,Beach Volleyball
"Beach Volleyball, Women",USA,3,2004,Beach Volleyball
"Bantamweight, Men",CUB,1,2004,Boxing
"Bantamweight, Men",THA,2,2004,Boxing
