Event,Name,NOC,Pos.,Year,Discipline
"Individual All-Around, Men",Sawao Kato,JPN,1,1972,Artistic Gymnastics
"Individual All-Around, Men",Eizo Kenmotsu,JPN,2,1972,Artistic Gymnastics
"Individual All-Around, Men",Akinori Nakayama,JPN,3,1972,Artistic Gymnastics
"Individual All-Around, Women",Lyudmila Turishcheva,URS,1,1972,Artistic Gymnastics
"Individual All-Around, Women",Karin Janz,GDR,2,1972,Artistic Gymnastics
"Individual All-Around, Women",Tamara Lazakovich,URS,3,1972,Artistic Gymnastics
"Parallel Bars, Men",Sawao Kato,JPN,1,1972,Artistic Gymnastics
"Parallel Bars, Men",Shigeru Kasamatsu,JPN,2,1972,Artistic Gymnastics
"Parallel Bars, Men",Eizo Kenmotsu,JPN,3,1972,Artistic Gymnastics
"Pommelled Horse, Men",Viktor Klimenko,URS,1,1972,Artistic Gymnastics
"Pommelled Horse, Men",Sawao Kato,JPN,2,1972,Artistic Gymnastics
"Pommelled Horse, Men",Eizo Kenmotsu,JPN,3,1972,Artistic Gymnastics
"Rings, Men",Akinori Nakayama,JPN,1,1972,Artistic Gymnastics
"Rings, Men",Mikhail Voronin,URS,2,1972,Artistic Gymnastics
"Rings, Men",Mitsuo Tsukahara,JPN,3,1972,Artistic Gymnastics
"Team All-Around, Men",Japan,JPN,1,1972,Artistic Gymnastics
"Team All-Around, Men",Soviet Union,URS,2,1972,Artistic Gymnastics
"Team All-Around, Men",East Germany,GDR,3,1972,Artistic Gymnastics
"Team All-Around, Women",Soviet Union,URS,1,1972,Artistic Gymnastics
"Team All-Around, Women",East Germany,GDR,2,1972,Artistic Gymnastics
"Team All-Around, Women",Hungary,HUN,3,1972,Artistic Gymnastics
"Uneven Bars, Women",Karin Janz,GDR,1,1972,Artistic Gymnastics
"Uneven Bars, Women",,,1,1972,Artistic Gymnastics
"Uneven Bars, Women",Olga KorbutErika Zuchold,URS,2,1972,Artistic Gymnastics
"Uneven Bars, Women",,GDR,2,1972,Artistic Gymnastics
"Uneven Bars, Women",0,0,3,1972,Artistic Gymnastics
"Uneven Bars, Women",,,3,1972,Artistic Gymnastics
"1,500 metres, Men",Pekka Vasala,FIN,1,1972,Athletics
"1,500 metres, Men",Kip Keino,KEN,2,1972,Athletics
"1,500 metres, Men",Rod Dixon,NZL,3,1972,Athletics
"1,500 metres, Women",Lyudmila Bragina,URS,1,1972,Athletics
"1,500 metres, Women",Gunhild Hoffmeister,GDR,2,1972,Athletics
"1,500 metres, Women",Paola Cacchi,ITA,3,1972,Athletics
"10,000 metres, Men",Lasse VirÃ©n,FIN,1,1972,Athletics
"10,000 metres, Men",Miel Puttemans,BEL,2,1972,Athletics
"10,000 metres, Men",Miruts Yifter,ETH,3,1972,Athletics
"100 metres Hurdles, Women",Annelie Ehrhardt,GDR,1,1972,Athletics
"100 metres Hurdles, Women",Valeria Bufanu,ROU,2,1972,Athletics
"100 metres Hurdles, Women",Karin Balzer,GDR,3,1972,Athletics
"100 metres, Men",Valery Borzov,URS,1,1972,Athletics
"100 metres, Men",Robert Taylor,USA,2,1972,Athletics
"100 metres, Men",Lennox Miller,JAM,3,1972,Athletics
"100 metres, Women",Renate Stecher,GDR,1,1972,Athletics
"100 metres, Women",Raelene Boyle,AUS,2,1972,Athletics
"100 metres, Women",Silvia ChivÃ¡s,CUB,3,1972,Athletics
"110 metres Hurdles, Men",Rod Milburn,USA,1,1972,Athletics
"110 metres Hurdles, Men",Guy Drut,FRA,2,1972,Athletics
"110 metres Hurdles, Men",Tom Hill,USA,3,1972,Athletics
"20 kilometres Walk, Men",Peter Frenkel,GDR,1,1972,Athletics
"20 kilometres Walk, Men",Vladimir Golubnichy,URS,2,1972,Athletics
"20 kilometres Walk, Men",Hans-Georg Reimann,GDR,3,1972,Athletics
"200 metres, Men",Valery Borzov,URS,1,1972,Athletics
"200 metres, Men",Larry Black,USA,2,1972,Athletics
"200 metres, Men",Pietro Mennea,ITA,3,1972,Athletics
"200 metres, Women",Renate Stecher,GDR,1,1972,Athletics
"200 metres, Women",Raelene Boyle,AUS,2,1972,Athletics
"200 metres, Women",Irena SzewiÅska,POL,3,1972,Athletics
"3,000 metres Steeplechase, Men",Kip Keino,KEN,1,1972,Athletics
"3,000 metres Steeplechase, Men",Ben Jipcho,KEN,2,1972,Athletics
"3,000 metres Steeplechase, Men",Tapio Kantanen,FIN,3,1972,Athletics
"4 Ã 100 metres Relay, Men",United States,USA,1,1972,Athletics
"4 Ã 100 metres Relay, Men",Soviet Union,URS,2,1972,Athletics
"4 Ã 100 metres Relay, Men",West Germany,FRG,3,1972,Athletics
"4 Ã 100 metres Relay, Women",West Germany,FRG,1,1972,Athletics
"4 Ã 100 metres Relay, Women",East Germany,GDR,2,1972,Athletics
"4 Ã 100 metres Relay, Women",Cuba,CUB,3,1972,Athletics
"4 Ã 400 metres Relay, Men",Kenya,KEN,1,1972,Athletics
"4 Ã 400 metres Relay, Men",Great Britain,GBR,2,1972,Athletics
"4 Ã 400 metres Relay, Men",France,FRA,3,1972,Athletics
"4 Ã 400 metres Relay, Women",East Germany,GDR,1,1972,Athletics
"4 Ã 400 metres Relay, Women",United States,USA,2,1972,Athletics
"4 Ã 400 metres Relay, Women",West Germany,FRG,3,1972,Athletics
"400 metres Hurdles, Men",John Akii-Bua,UGA,1,1972,Athletics
"400 metres Hurdles, Men",Ralph Mann,USA,2,1972,Athletics
"400 metres Hurdles, Men",Dave Hemery,GBR,3,1972,Athletics
"400 metres, Men",Vince Matthews,USA,1,1972,Athletics
"400 metres, Men",Wayne Collett,USA,2,1972,Athletics
"400 metres, Men",Julius Sang,KEN,3,1972,Athletics
"400 metres, Women",Monika Zehrt,GDR,1,1972,Athletics
"400 metres, Women",Rita Wilden,FRG,2,1972,Athletics
"400 metres, Women",Kathy Hammond,USA,3,1972,Athletics
"5,000 metres, Men",Lasse VirÃ©n,FIN,1,1972,Athletics
"5,000 metres, Men",Mohamad Gammoudi,TUN,2,1972,Athletics
"5,000 metres, Men",Ian Stewart,GBR,3,1972,Athletics
"50 kilometres Walk, Men",Bernd Kannenberg,FRG,1,1972,Athletics
"50 kilometres Walk, Men",Veniamin Soldatenko,URS,2,1972,Athletics
"50 kilometres Walk, Men",Larry Young,USA,3,1972,Athletics
"800 metres, Men",Dave Wottle,USA,1,1972,Athletics
"800 metres, Men",Yevgeny Arzhanov,URS,2,1972,Athletics
"800 metres, Men",Mike Boit,KEN,3,1972,Athletics
"800 metres, Women",Hildegard Falck,FRG,1,1972,Athletics
"800 metres, Women",NijolÄ SabaitÄ,URS,2,1972,Athletics
"800 metres, Women",Gunhild Hoffmeister,GDR,3,1972,Athletics
"Decathlon, Men",Nikolay Avilov,URS,1,1972,Athletics
"Decathlon, Men",Leonid Litvinenko,URS,2,1972,Athletics
"Decathlon, Men",Ryszard Katus,POL,3,1972,Athletics
"Discus Throw, Men",LudvÃ­k DanÄk,TCH,1,1972,Athletics
"Discus Throw, Men",Jay Silvester,USA,2,1972,Athletics
"Discus Throw, Men",Ricky Bruch,SWE,3,1972,Athletics
"Discus Throw, Women",Faina Melnik,URS,1,1972,Athletics
"Discus Throw, Women",Argentina Menis,ROU,2,1972,Athletics
"Discus Throw, Women",Vasilka Stoeva,BUL,3,1972,Athletics
"Hammer Throw, Men",Anatoly Bondarchuk,URS,1,1972,Athletics
"Hammer Throw, Men",Jochen Sachse,GDR,2,1972,Athletics
"Hammer Throw, Men",Vasily Khmelevsky,URS,3,1972,Athletics
"High Jump, Men",JÃ¼ri Tarmak,URS,1,1972,Athletics
"High Jump, Men",Stefan Junge,GDR,2,1972,Athletics
"High Jump, Men",Dwight Stones,USA,3,1972,Athletics
"High Jump, Women",Ulrike Meyfarth,FRG,1,1972,Athletics
"High Jump, Women",Yordanka Blagoeva,BUL,2,1972,Athletics
"High Jump, Women",Ilona Gusenbauer,AUT,3,1972,Athletics
"Javelin Throw, Men",Klaus Wolfermann,FRG,1,1972,Athletics
"Javelin Throw, Men",JÄnis LÅ«sis,URS,2,1972,Athletics
"Javelin Throw, Men",Bill Schmidt,USA,3,1972,Athletics
"Javelin Throw, Women",Ruth Fuchs,GDR,1,1972,Athletics
"Javelin Throw, Women",Jacqueline Todten,GDR,2,1972,Athletics
"Javelin Throw, Women",Kate Schmidt,USA,3,1972,Athletics
"Long Jump, Men",Randy Williams,USA,1,1972,Athletics
"Long Jump, Men",Hans Baumgartner,FRG,2,1972,Athletics
"Long Jump, Men",Arnie Robinson,USA,3,1972,Athletics
"Long Jump, Women",Heide Rosendahl,FRG,1,1972,Athletics
"Long Jump, Women",Diana Yorgova,BUL,2,1972,Athletics
"Long Jump, Women",Eva Å uranovÃ¡,TCH,3,1972,Athletics
"Marathon, Men",Frank Shorter,USA,1,1972,Athletics
"Marathon, Men",Karel Lismont,BEL,2,1972,Athletics
"Marathon, Men",Mamo Wolde,ETH,3,1972,Athletics
"Pentathlon, Women",Mary Peters,GBR,1,1972,Athletics
"Pentathlon, Women",Heide Rosendahl,FRG,2,1972,Athletics
"Pentathlon, Women",Burglinde Pollak,GDR,3,1972,Athletics
"Pole Vault, Men",Wolfgang Nordwig,GDR,1,1972,Athletics
"Pole Vault, Men",Bob Seagren,USA,2,1972,Athletics
"Pole Vault, Men",Jan Johnson,USA,3,1972,Athletics
"Shot Put, Men",WÅadysÅaw Komar,POL,1,1972,Athletics
"Shot Put, Men",George Woods,USA,2,1972,Athletics
"Shot Put, Men",Hartmut Briesenick,GDR,3,1972,Athletics
"Shot Put, Women",Nadezhda Chizhova,URS,1,1972,Athletics
"Shot Put, Women",Margitta Gummel,GDR,2,1972,Athletics
"Shot Put, Women",Ivanka Khristova,BUL,3,1972,Athletics
"Triple Jump, Men",Viktor Saneyev,URS,1,1972,Athletics
"Triple Jump, Men",JÃ¶rg Drehmel,GDR,2,1972,Athletics
"Triple Jump, Men",NÃ©lson PrudÃªncio,BRA,3,1972,Athletics
"Basketball, Men",Soviet Union,URS,1,1972,Basketball
"Basketball, Men",United States,USA,2,1972,Basketball
"Basketball, Men",Cuba,CUB,3,1972,Basketball
"Bantamweight, Men",Orlando MartÃ­nez,CUB,1,1972,Boxing
"Bantamweight, Men",,,1,1972,Boxing
"Bantamweight, Men",Alfonso Zamora,MEX,2,1972,Boxing
"Bantamweight, Men",,,2,1972,Boxing
"Bantamweight, Men",George TurpinRicardo Carreras,GBR,3,1972,Boxing
"Bantamweight, Men",,USA,3,1972,Boxing
"Featherweight, Men",Boris Kuznetsov,URS,1,1972,Boxing
"Featherweight, Men",,,1,1972,Boxing
"Featherweight, Men",Philip Waruinge,KEN,2,1972,Boxing
"Featherweight, Men",,,2,1972,Boxing
"Featherweight, Men",Clemente RojasAndrÃ¡s Botos,COL,3,1972,Boxing
"Featherweight, Men",,HUN,3,1972,Boxing
"Flyweight, Men",Georgi Kostadinov,BUL,1,1972,Boxing
"Flyweight, Men",,,1,1972,Boxing
"Flyweight, Men",Leo Rwabwogo,UGA,2,1972,Boxing
"Flyweight, Men",,,2,1972,Boxing
"Flyweight, Men",Leszek BÅaÅ¼yÅskiDouglas RodrÃ­guez,POL,3,1972,Boxing
"Flyweight, Men",,CUB,3,1972,Boxing
"Heavyweight, Men",TeÃ³filo Stevenson,CUB,1,1972,Boxing
"Heavyweight, Men",,,1,1972,Boxing
"Heavyweight, Men",Ion Alexe,ROU,2,1972,Boxing
"Heavyweight, Men",,,2,1972,Boxing
"Heavyweight, Men",Peter HussingHasse ThomsÃ©n,FRG,3,1972,Boxing
"Heavyweight, Men",,SWE,3,1972,Boxing
"Light-Flyweight, Men",GyÃ¶rgy GedÃ³,HUN,1,1972,Boxing
"Light-Flyweight, Men",,,1,1972,Boxing
"Light-Flyweight, Men",Kim U-Gil,PRK,2,1972,Boxing
"Light-Flyweight, Men",,,2,1972,Boxing
"Light-Flyweight, Men",Ralph EvansDacal RodrÃ­guez,GBR,3,1972,Boxing
"Light-Flyweight, Men",,ESP,3,1972,Boxing
"Light-Heavyweight, Men",Mate Parlov,YUG,1,1972,Boxing
"Light-Heavyweight, Men",,,1,1972,Boxing
"Light-Heavyweight, Men",Gilberto Carrillo,CUB,2,1972,Boxing
"Light-Heavyweight, Men",,,2,1972,Boxing
"Light-Heavyweight, Men",Isaac IkhouriaJanusz Gortat,NGR,3,1972,Boxing
"Light-Heavyweight, Men",,POL,3,1972,Boxing
"Light-Middleweight, Men",Dieter Kottysch,FRG,1,1972,Boxing
"Light-Middleweight, Men",,,1,1972,Boxing
"Light-Middleweight, Men",WiesÅaw Rudkowski,POL,2,1972,Boxing
"Light-Middleweight, Men",,,2,1972,Boxing
"Light-Middleweight, Men",Alan MinterPeter Tiepold,GBR,3,1972,Boxing
"Light-Middleweight, Men",,GDR,3,1972,Boxing
"Lightweight, Men",Jan SzczepaÅski,POL,1,1972,Boxing
"Lightweight, Men",,,1,1972,Boxing
"Lightweight, Men",LÃ¡szlÃ³ OrbÃ¡n,HUN,2,1972,Boxing
"Lightweight, Men",,,2,1972,Boxing
"Lightweight, Men",Samuel MbuguaAlfonso PÃ©rez,KEN,3,1972,Boxing
"Lightweight, Men",,COL,3,1972,Boxing
"Light-Welterweight, Men",Ray Seales,USA,1,1972,Boxing
"Light-Welterweight, Men",,,1,1972,Boxing
"Light-Welterweight, Men",Angel Angelov,BUL,2,1972,Boxing
"Light-Welterweight, Men",,,2,1972,Boxing
"Light-Welterweight, Men",Zvonko VujinIssaka DaborÃ©,YUG,3,1972,Boxing
"Light-Welterweight, Men",,NIG,3,1972,Boxing
"Middleweight, Men",Vyacheslav Lemeshev,URS,1,1972,Boxing
"Middleweight, Men",,,1,1972,Boxing
"Middleweight, Men",Reima Virtanen,FIN,2,1972,Boxing
"Middleweight, Men",,,2,1972,Boxing
"Middleweight, Men",Prince AmarteyMarvin Johnson,GHA,3,1972,Boxing
"Middleweight, Men",,USA,3,1972,Boxing
"Welterweight, Men",Emilio Correa,CUB,1,1972,Boxing
"Welterweight, Men",,,1,1972,Boxing
"Welterweight, Men",JÃ¡nos Kajdi,HUN,2,1972,Boxing
"Welterweight, Men",,,2,1972,Boxing
"Welterweight, Men",Dick MurungaJesse Valdez,KEN,3,1972,Boxing
"Welterweight, Men",,USA,3,1972,Boxing
"Canadian Doubles, Slalom, Men",East Germany 1,GDR,1,1972,Canoe Slalom
"Canadian Doubles, Slalom, Men",West Germany 1,FRG,2,1972,Canoe Slalom
"Canadian Doubles, Slalom, Men",France,FRA,3,1972,Canoe Slalom
"Canadian Singles, Slalom, Men",Reinhard Eiben,GDR,1,1972,Canoe Slalom
"Canadian Singles, Slalom, Men",Reinhold Kauder,FRG,2,1972,Canoe Slalom
"Canadian Singles, Slalom, Men",Jamie McEwan,USA,3,1972,Canoe Slalom
"Kayak Singles, Slalom, Men",Siegbert Horn,GDR,1,1972,Canoe Slalom
"Kayak Singles, Slalom, Men",Norbert Sattler,AUT,2,1972,Canoe Slalom
"Kayak Singles, Slalom, Men",Harald Gimpel,GDR,3,1972,Canoe Slalom
"Kayak Singles, Slalom, Women",Angelika Bahmann,GDR,1,1972,Canoe Slalom
"Kayak Singles, Slalom, Women",Gisela Grothaus,FRG,2,1972,Canoe Slalom
"Kayak Singles, Slalom, Women",Magdalena Wunderlich,FRG,3,1972,Canoe Slalom
"Canadian Doubles, 1,000 metres, Men",Soviet Union,URS,1,1972,Canoe Sprint
"Canadian Doubles, 1,000 metres, Men",Romania,ROU,2,1972,Canoe Sprint
"Canadian Doubles, 1,000 metres, Men",Bulgaria,BUL,3,1972,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",Ivan Patzaichin,ROU,1,1972,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",TamÃ¡s Wichmann,HUN,2,1972,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",Detlef Lewe,FRG,3,1972,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",Soviet Union,URS,1,1972,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",Hungary,HUN,2,1972,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",Poland,POL,3,1972,Canoe Sprint
"Kayak Doubles, 500 metres, Women",Soviet Union,URS,1,1972,Canoe Sprint
"Kayak Doubles, 500 metres, Women",East Germany,GDR,2,1972,Canoe Sprint
"Kayak Doubles, 500 metres, Women",Romania,ROU,3,1972,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",Soviet Union,URS,1,1972,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",Romania,ROU,2,1972,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",Norway,NOR,3,1972,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",Aleksandr Shaparenko,URS,1,1972,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",Rolf Peterson,SWE,2,1972,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",GÃ©za CsapÃ³,HUN,3,1972,Canoe Sprint
"Kayak Singles, 500 metres, Women",Yuliya Ryabchinskaya,URS,1,1972,Canoe Sprint
"Kayak Singles, 500 metres, Women",Mieke Jaapies,NED,2,1972,Canoe Sprint
"Kayak Singles, 500 metres, Women",Anna Pfeffer,HUN,3,1972,Canoe Sprint
"100 kilometres Team Time Trial, Men",Soviet Union,URS,1,1972,Cycling Road
"100 kilometres Team Time Trial, Men",0,0,3,1972,Cycling Road
"100 kilometres Team Time Trial, Men",Poland,POL,2,1972,Cycling Road
"Road Race, Individual, Men",Hennie Kuiper,NED,1,1972,Cycling Road
"Road Race, Individual, Men",0,0,3,1972,Cycling Road
"Road Race, Individual, Men",Clyde Sefton,AUS,2,1972,Cycling Road
"1,000 metres Time Trial, Men",Niels Fredborg,DEN,1,1972,Cycling Track
"1,000 metres Time Trial, Men",Danny Clark,AUS,2,1972,Cycling Track
"1,000 metres Time Trial, Men",JÃ¼rgen SchÃ¼tze,GDR,3,1972,Cycling Track
"Individual Pursuit, 4,000 metres, Men",Knut Knudsen,NOR,1,1972,Cycling Track
"Individual Pursuit, 4,000 metres, Men",Xaver Kurmann,SUI,2,1972,Cycling Track
"Individual Pursuit, 4,000 metres, Men",Hans Lutz,FRG,3,1972,Cycling Track
"Sprint, Men",Daniel Morelon,FRA,1,1972,Cycling Track
"Sprint, Men",John Nicholson,AUS,2,1972,Cycling Track
"Sprint, Men",Omar Pkhak'adze,URS,3,1972,Cycling Track
"Tandem Sprint, 2,000 metres, Men",Soviet Union,URS,1,1972,Cycling Track
"Tandem Sprint, 2,000 metres, Men",East Germany,GDR,2,1972,Cycling Track
"Tandem Sprint, 2,000 metres, Men",Poland,POL,3,1972,Cycling Track
"Team Pursuit, 4,000 metres, Men",West Germany,FRG,1,1972,Cycling Track
"Team Pursuit, 4,000 metres, Men",East Germany,GDR,2,1972,Cycling Track
"Team Pursuit, 4,000 metres, Men",Great Britain,GBR,3,1972,Cycling Track
"Platform, Men",Klaus Dibiasi,ITA,1,1972,Diving
"Platform, Men",Dick Rydze,USA,2,1972,Diving
"Platform, Men",Franco Cagnotto,ITA,3,1972,Diving
"Platform, Women",Ulrika Knape,SWE,1,1972,Diving
"Platform, Women",Milena DuchkovÃ¡,TCH,2,1972,Diving
"Platform, Women",Marina Janicke,GDR,3,1972,Diving
"Springboard, Men",Vladimir Vasin,URS,1,1972,Diving
"Springboard, Men",Franco Cagnotto,ITA,2,1972,Diving
"Springboard, Men",Craig Lincoln,USA,3,1972,Diving
"Springboard, Women",Micki King,USA,1,1972,Diving
"Springboard, Women",Ulrika Knape,SWE,2,1972,Diving
"Springboard, Women",Marina Janicke,GDR,3,1972,Diving
"Individual, Open",Liselott Linsenhoff,FRG,1,1972,Equestrian Dressage
"Individual, Open",Yelena Petushkova,URS,2,1972,Equestrian Dressage
"Individual, Open",Josef Neckermann,FRG,3,1972,Equestrian Dressage
"Team, Open",Soviet Union,URS,1,1972,Equestrian Dressage
"Team, Open",West Germany,FRG,2,1972,Equestrian Dressage
"Team, Open",Sweden,SWE,3,1972,Equestrian Dressage
"Individual, Open",Richard Meade,GBR,1,1972,Equestrian Eventing
"Individual, Open",Alessandro Argenton,ITA,2,1972,Equestrian Eventing
"Individual, Open",Jan JÃ¶nsson,SWE,3,1972,Equestrian Eventing
"Team, Open",Great Britain,GBR,1,1972,Equestrian Eventing
"Team, Open",United States,USA,2,1972,Equestrian Eventing
"Team, Open",West Germany,FRG,3,1972,Equestrian Eventing
"Individual, Open",Graziano Mancinelli,ITA,1,1972,Equestrian Jumping
"Individual, Open",Ann Moore,GBR,2,1972,Equestrian Jumping
"Individual, Open",Neal Shapiro,USA,3,1972,Equestrian Jumping
"Team, Open",West Germany,FRG,1,1972,Equestrian Jumping
"Team, Open",United States,USA,2,1972,Equestrian Jumping
"Team, Open",Italy,ITA,3,1972,Equestrian Jumping
"ÃpÃ©e, Individual, Men",Csaba Fenyvesi,HUN,1,1972,Fencing
"ÃpÃ©e, Individual, Men",Jacques LadÃ¨gaillerie,FRA,2,1972,Fencing
"ÃpÃ©e, Individual, Men",GyÅzÅ KulcsÃ¡r,HUN,3,1972,Fencing
"ÃpÃ©e, Team, Men",Hungary,HUN,1,1972,Fencing
"ÃpÃ©e, Team, Men",Switzerland,SUI,2,1972,Fencing
"ÃpÃ©e, Team, Men",Soviet Union,URS,3,1972,Fencing
"Foil, Individual, Men",Witold Woyda,POL,1,1972,Fencing
"Foil, Individual, Men",JenÅ Kamuti,HUN,2,1972,Fencing
"Foil, Individual, Men",Christian NoÃ«l,FRA,3,1972,Fencing
"Foil, Individual, Women",Antonella Ragno-Lonzi,ITA,1,1972,Fencing
"Foil, Individual, Women",IldikÃ³ Farkasinszky-BÃ³bis,HUN,2,1972,Fencing
"Foil, Individual, Women",Galina Gorokhova,URS,3,1972,Fencing
"Foil, Team, Men",Poland,POL,1,1972,Fencing
"Foil, Team, Men",Soviet Union,URS,2,1972,Fencing
"Foil, Team, Men",France,FRA,3,1972,Fencing
"Foil, Team, Women",Soviet Union,URS,1,1972,Fencing
"Foil, Team, Women",Hungary,HUN,2,1972,Fencing
"Foil, Team, Women",Romania,ROU,3,1972,Fencing
"Sabre, Individual, Men",Viktor Sidyak,URS,1,1972,Fencing
"Sabre, Individual, Men",PÃ©ter MarÃ³t,HUN,2,1972,Fencing
"Sabre, Individual, Men",Vladimir Nazlymov,URS,3,1972,Fencing
"Sabre, Team, Men",Italy,ITA,1,1972,Fencing
"Sabre, Team, Men",Soviet Union,URS,2,1972,Fencing
"Sabre, Team, Men",Hungary,HUN,3,1972,Fencing
"Football, Men",Poland,POL,1,1972,Football
"Football, Men",,,1,1972,Football
"Football, Men",Hungary,HUN,2,1972,Football
"Football, Men",,,2,1972,Football
"Football, Men",East GermanySoviet Union,GDR,3,1972,Football
"Football, Men",,URS,3,1972,Football
"Handball, Men",Yugoslavia,YUG,1,1972,Handball
"Handball, Men",Czechoslovakia,TCH,2,1972,Handball
"Handball, Men",Romania,ROU,3,1972,Handball
"Hockey, Men",West Germany,FRG,1,1972,Hockey
"Hockey, Men",Pakistan,PAK,2,1972,Hockey
"Hockey, Men",India,IND,3,1972,Hockey
"Half-Heavyweight, Men",Shota Chochishvili,URS,1,1972,Judo
"Half-Heavyweight, Men",,,1,1972,Judo
"Half-Heavyweight, Men",David Starbrook,GBR,2,1972,Judo
"Half-Heavyweight, Men",,,2,1972,Judo
"Half-Heavyweight, Men",Paul BarthChiaki Ishii,FRG,3,1972,Judo
"Half-Heavyweight, Men",,BRA,3,1972,Judo
"Half-Middleweight, Men",Toyokazu Nomura,JPN,1,1972,Judo
"Half-Middleweight, Men",,,1,1972,Judo
"Half-Middleweight, Men",Antoni Zajkowski,POL,2,1972,Judo
"Half-Middleweight, Men",,,2,1972,Judo
"Half-Middleweight, Men",Dietmar HÃ¶tgerAnatoly Novikov,GDR,3,1972,Judo
"Half-Middleweight, Men",,URS,3,1972,Judo
"Heavyweight, Men",Wim Ruska,NED,1,1972,Judo
"Heavyweight, Men",,,1,1972,Judo
"Heavyweight, Men",Klaus Glahn,FRG,2,1972,Judo
"Heavyweight, Men",,,2,1972,Judo
"Heavyweight, Men",Motoki NishimuraGivi Onashvili,JPN,3,1972,Judo
"Heavyweight, Men",,URS,3,1972,Judo
"Lightweight, Men",Takao Kawaguchi,JPN,1,1972,Judo
"Lightweight, Men",,,1,1972,Judo
"Lightweight, Men",,,2,1972,Judo
"Lightweight, Men",0,0,2,1972,Judo
"Lightweight, Men",Kim Yong-IkJean-Jacques Mounier,PRK,3,1972,Judo
"Lightweight, Men",,FRA,3,1972,Judo
"Middleweight, Men",Shinobu Sekine,JPN,1,1972,Judo
"Middleweight, Men",,,1,1972,Judo
"Middleweight, Men",Oh Seung-Rip,KOR,2,1972,Judo
"Middleweight, Men",,,2,1972,Judo
"Middleweight, Men",Brian JacksJean-Paul Coche,GBR,3,1972,Judo
"Middleweight, Men",,FRA,3,1972,Judo
"Open Class, Men",Wim Ruska,NED,1,1972,Judo
"Open Class, Men",,,1,1972,Judo
"Open Class, Men",Vitaly Kuznetsov,URS,2,1972,Judo
"Open Class, Men",,,2,1972,Judo
"Open Class, Men",Jean-Claude BrondaniAngelo Parisi,FRA,3,1972,Judo
"Open Class, Men",,GBR,3,1972,Judo
"Individual, Men",AndrÃ¡s BalczÃ³,HUN,1,1972,Modern Pentathlon
"Individual, Men",Boris Onishchenko,URS,2,1972,Modern Pentathlon
"Individual, Men",Pavel Lednyov,URS,3,1972,Modern Pentathlon
